x,kuiz1,kuiz2,delta,theta,alpha,beta,beta1,beta2,gamma,total
88.774,5.7585321645728845e-09,4.25783623255185e-09,7.815100050431792e-09,1.0581077803725344e-08,3.443575226383011e-09,8.30026539402838e-09,5.592912071804162e-09,2.7073533222242184e-09,1.5370671053610217e-09,3.332766978975247e-08
89.024,4.889156152919816e-09,4.698868939719515e-09,6.3265446195532665e-09,1.1321669077530094e-08,4.802136167214801e-09,8.967877819031707e-09,6.189549742402533e-09,2.778328076629173e-09,1.3591707953821528e-09,3.362464398058116e-08
89.274,4.973330345768851e-09,3.99303135150923e-09,6.674219064064387e-09,1.0640145260472997e-08,5.858419191990877e-09,8.57958806962872e-09,4.9946757122354946e-09,3.5849123573932238e-09,1.276259472713345e-09,3.384418388916519e-08
89.524,4.508105948588356e-09,3.0213304732110512e-09,7.462511020846695e-09,9.447917047559134e-09,5.759765646610053e-09,8.285794877300683e-09,3.3809087273492096e-09,4.904886149951472e-09,1.2862231534486387e-09,3.265869528400396e-08
89.774,3.923631733592842e-09,2.5991736480529775e-09,7.210167645565479e-09,8.665760808540682e-09,5.002475215648156e-09,8.382531166920894e-09,3.1218286501395765e-09,5.260702516781317e-09,1.3418355063704537e-09,3.0886463374407364e-08
90.024,5.782529364852356e-09,2.417007613726175e-09,7.386068235581496e-09,7.371680829315397e-09,4.128255001537886e-09,8.392730886977664e-09,4.215574873479305e-09,4.17715601349836e-09,1.464131716161708e-09,2.949821247359948e-08
90.274,1.2226880131992156e-08,2.2687079410670068e-09,1.161525360376275e-08,5.9877197892733795e-09,3.3344268724529267e-09,7.878256483356137e-09,5.050051875352853e-09,2.8282046080032884e-09,1.726637368616049e-09,3.140278857617154e-08
90.524,1.9666270551670834e-08,2.3296359442363186e-09,1.663955783730952e-08,7.57998247732702e-09,2.7699394701043132e-09,6.6120873360711764e-09,4.623661145908133e-09,1.988426190163044e-09,2.0460286980636238e-09,3.790206287725833e-08
90.774,2.1922372220953728e-08,2.2761500661547557e-09,1.7109208368630027e-08,1.0215979381842747e-08,2.9375643974158523e-09,4.906761512495319e-09,3.4477456238110834e-09,1.4590158886842351e-09,2.1458789059334795e-09,4.284417034957575e-08
91.024,1.8018787360884643e-08,1.8583519205779234e-09,1.5127342877649278e-08,8.926741191170844e-09,4.133780983610258e-09,3.783463239088671e-09,2.5469488000285384e-09,1.2365144390601326e-09,1.981841678663784e-09,4.040629519766843e-08
91.274,1.2782168059883417e-08,1.4849665138661541e-09,1.5116433977507332e-08,4.788678835749298e-09,5.95698070247496e-09,3.4389410225671647e-09,2.084677305548057e-09,1.3542637170191075e-09,1.8402881576949344e-09,3.462802275135817e-08
91.524,9.116890011961728e-09,1.365064304276998e-09,1.4160124081436125e-08,3.6807943385309946e-09,7.293118984905797e-09,3.271736450806525e-09,1.7381451972023045e-09,1.5335912536042202e-09,1.8229318182818152e-09,3.167007069336899e-08
91.774,6.357035807937542e-09,1.8412259306193626e-09,1.232938954977924e-08,6.9972297397384185e-09,7.241521861518955e-09,3.5564161250994164e-09,1.907125191500306e-09,1.6492909335991102e-09,1.771014090823047e-09,3.3208196496514407e-08
92.024,6.025386460719835e-09,2.9191877142242307e-09,1.4595024862007186e-08,1.1770487299658841e-08,6.1463394063580815e-09,4.442410901904401e-09,2.612891902350657e-09,1.8295189995537437e-09,1.6477189422577196e-09,4.074190129431737e-08
92.274,8.696014065773175e-09,3.376935284055513e-09,1.879747307748258e-08,1.5477041174800648e-08,4.615322331078493e-09,5.1304424758996204e-09,2.8082066815705077e-09,2.322235794329113e-09,1.5371554426920056e-09,4.8751588212778686e-08
92.524,1.105190035204888e-08,2.4945929663778393e-09,1.8365482496645196e-08,1.582204933639544e-08,2.9553687898641514e-09,5.245701524652343e-09,2.4522199259080884e-09,2.793481598744254e-09,1.4472217730902644e-09,4.7549858860370805e-08
92.774,1.1242786564958735e-08,1.6169110222387912e-09,1.4401730309918098e-08,1.2195102170109472e-08,1.7820196056067209e-09,5.536178261544308e-09,2.9229768383657295e-09,2.613201423178578e-09,1.4279211907524298e-09,3.8166573616454816e-08
93.024,1.011494941385321e-08,2.0669541720701592e-09,1.2172723066861009e-08,7.22343326265076e-09,1.8762308755847664e-09,5.963150869576237e-09,4.077657333566972e-09,1.8854935360092633e-09,1.496770250469163e-09,2.9349079910006008e-08
93.274,8.534885651859086e-09,2.8957900431692136e-09,1.07005663401939e-08,5.271072422338078e-09,2.5669359744827724e-09,5.870272959593495e-09,4.489331296074613e-09,1.3809416635188827e-09,1.5716754518082707e-09,2.6578154854410426e-08
93.524,5.917880373113398e-09,2.938064795707602e-09,8.205264556803985e-09,7.67480659568529e-09,2.782205155688174e-09,5.345458061735094e-09,3.954586162563457e-09,1.3908718991716369e-09,1.5718920636616458e-09,2.679407778682947e-08
93.774,3.2837774621844197e-09,2.3875226161555157e-09,5.697282426197433e-09,1.1123381506253345e-08,2.334770416907016e-09,4.8821526914559325e-09,3.437630269364161e-09,1.4445224220917724e-09,1.4464886029517491e-09,2.629748382954574e-08
94.024,2.2750793292763676e-09,1.861008748220879e-09,3.4906284927181267e-09,1.1629004888113917e-08,1.8025302559018632e-09,4.357252272671131e-09,3.1257899004837234e-09,1.2314623721874068e-09,1.258232475403937e-09,2.394443541078869e-08
94.274,2.9320335585022183e-09,1.379151293718032e-09,2.78932728709882e-09,8.314833777111468e-09,1.7195871010396982e-09,3.57815531023313e-09,2.4944273090184955e-09,1.0837280012146346e-09,1.2236505250614645e-09,1.911029369024929e-08
94.524,4.749306472770608e-09,1.0055249743200941e-09,4.416571806158365e-09,4.287191305185033e-09,1.943520253432733e-09,2.897697108042297e-09,1.6297537588976268e-09,1.2679433491446701e-09,1.4111830558557863e-09,1.5584500173490185e-08
94.774,6.947548053410965e-09,1.4136964011914169e-09,7.145149108369025e-09,2.1039217251837727e-09,2.2194788738271467e-09,2.8079361073490805e-09,1.29780525984138e-09,1.5101308475076997e-09,1.563851223525031e-09,1.6278838187173312e-08
95.024,7.754035938557386e-09,2.546416585454406e-09,8.375962180618963e-09,1.5549219761514005e-09,2.824156113837326e-09,3.562778858329284e-09,1.8343736449352538e-09,1.7284052133940292e-09,1.5042355778918247e-09,1.8178531647745523e-08
95.274,6.130594128177123e-09,3.270749382891459e-09,6.655105884411851e-09,1.9380282889857353e-09,3.5768638225064926e-09,4.998056302395758e-09,2.598294192859032e-09,2.3997621095367277e-09,1.4125566978708573e-09,1.874294317791622e-08
95.524,4.632476236662649e-09,3.08264946652604e-09,4.713186541204315e-09,3.837063681393472e-09,3.827384540354967e-09,6.234282563730942e-09,2.8498497811802253e-09,3.384432782550719e-09,1.4933644189138361e-09,2.0556393372174735e-08
95.774,6.882992966307042e-09,2.6243352073670217e-09,6.110605812128943e-09,7.904661222249032e-09,3.1920048252380084e-09,6.522904657858551e-09,2.7633597302864474e-09,3.759544927572106e-09,1.6761686242941145e-09,2.705459613080281e-08
96.024,1.0681590976683308e-08,2.4204354644835964e-09,1.0798722631367027e-08,1.1459120744438651e-08,2.4337614861885406e-09,5.94521184278458e-09,2.765724137045301e-09,3.179487705739277e-09,1.7784565656306747e-09,3.422595661157134e-08
96.274,1.347564967232848e-08,2.266399052963716e-09,1.6705339874748393e-08,1.1228240040673726e-08,2.3306356144154837e-09,5.01269120688116e-09,2.6345280382422622e-09,2.3781631686388973e-09,1.7766356801564045e-09,3.784452740061561e-08
96.524,1.4857974127144688e-08,1.920446282166161e-09,2.00506151600845e-08,7.938311147999027e-09,2.6215741430470624e-09,4.022483470086205e-09,2.1445309018629817e-09,1.8779525682232224e-09,1.826468915954674e-09,3.735387123269901e-08
96.774,1.4649706953196703e-08,1.773616112047379e-09,1.9458069860669423e-08,5.0948363696558034e-09,3.1318576188482086e-09,3.3736199897465328e-09,1.8565686918319874e-09,1.5170512979145452e-09,1.977038667008865e-09,3.4292093993592544e-08
97.024,1.1757978468133036e-08,2.0478195306195693e-09,1.530698182534591e-08,4.275219398146413e-09,3.722808708011146e-09,3.698204874685891e-09,2.3918494786606915e-09,1.3063553960252e-09,2.1123959094797402e-09,2.990773385799958e-08
97.274,8.225977459958559e-09,2.29483959748388e-09,1.0522418092792194e-08,4.4719805759979416e-09,3.759491026433002e-09,4.8003408201648975e-09,3.3266348165757515e-09,1.4737060035891464e-09,2.0968017464731316e-09,2.6080324847171794e-08
97.524,6.4170236859428966e-09,1.962641440127852e-09,7.054437166410293e-09,5.404411833185685e-09,2.9055518961353885e-09,5.338372853362627e-09,3.5627725505065705e-09,1.7756003028560566e-09,1.979229683856844e-09,2.3053505694949095e-08
97.774,5.50003243612487e-09,1.3624522281108586e-09,4.931895111403047e-09,7.668900115044425e-09,1.9366617289188996e-09,4.574140975725228e-09,2.795076485188864e-09,1.7790644905363627e-09,1.920325582341638e-09,2.124365058330016e-08
98.024,6.523176749495252e-09,1.4883156936860137e-09,5.436970186559297e-09,1.0307355308820746e-08,1.8361154885009955e-09,3.6831648652086426e-09,2.0039506569523373e-09,1.6792142082563061e-09,1.927606296562258e-09,2.348066867736745e-08
98.274,1.2770512113898706e-08,2.2491633777700537e-09,1.1679708498980851e-08,1.1288983908558364e-08,2.764266041930004e-09,3.795314437898441e-09,1.8507325345067457e-09,1.944581903391694e-09,1.875432747914232e-09,3.184206031572537e-08
98.524,2.1108719238962282e-08,2.4036049665918296e-09,1.9805937154330603e-08,1.0613108226542036e-08,4.102277439736991e-09,4.3014815101600125e-09,1.7922152543456099e-09,2.5092662558144014e-09,1.7252008310483122e-09,4.196015733546029e-08
98.774,2.2980039596951016e-08,1.7687419098844543e-09,2.130837180804798e-08,8.819418063529387e-09,5.012207609115492e-09,4.1424460171244716e-09,1.4067753125627796e-09,2.735670704561691e-09,1.6802562662780474e-09,4.383286515967508e-08
99.024,1.7308961202877716e-08,1.5106239511805298e-09,1.6012637407595513e-08,6.466528070062806e-09,4.889745583719642e-09,3.7633548526965155e-09,1.3004576391135491e-09,2.462897213582966e-09,1.7945246471304052e-09,3.576455381912617e-08
99.274,1.1376128583752495e-08,2.369072178002746e-09,1.1451337013693462e-08,4.942181492859231e-09,3.842796873004779e-09,4.529894793833952e-09,2.1594113429339044e-09,2.3704834509000475e-09,1.7654824134085883e-09,2.9095725093898016e-08
99.524,1.0085279229211276e-08,3.676726123864555e-09,1.108281420692629e-08,4.989475440005321e-09,2.549839956635917e-09,6.566793711008876e-09,3.927694752539493e-09,2.639098958469383e-09,1.4992289565114848e-09,2.890872810997193e-08
99.774,1.0139223422121768e-08,4.133224143532505e-09,1.1155793524983747e-08,5.294590731179392e-09,1.5527026992359701e-09,8.16646760196225e-09,5.485156773586435e-09,2.681310828375816e-09,1.2706225422329991e-09,2.8347899628549892e-08
100.024,8.35616238360037e-09,3.117634145395559e-09,8.590880685385231e-09,4.991836131680548e-09,1.038205367958174e-09,7.837885631283326e-09,5.571545345824145e-09,2.266340285459177e-09,1.3219242928509272e-09,2.4048599851055497e-08
100.274,5.93198994368903e-09,1.6084499997152776e-09,6.199204804567899e-09,3.716887143775305e-09,1.0854468868853821e-09,6.461712790617503e-09,4.595346881767146e-09,1.8663659088503577e-09,1.5820577017520174e-09,1.9231207501709075e-08
100.524,5.01888159061486e-09,8.655612984012204e-10,5.82728880723732e-09,2.163448746493222e-09,1.7061116054334561e-09,5.58623160596424e-09,3.7681065130920666e-09,1.8181250928721755e-09,1.8270483319123707e-09,1.7411576364966408e-08
100.774,6.936695551068486e-09,9.48208604622972e-10,7.47349542554533e-09,2.173859704362252e-09,2.4478422066438295e-09,5.566638706547781e-09,3.4143098129272836e-09,2.1523288936204988e-09,1.8162373108724404e-09,2.0142944528991583e-08
101.024,9.164317892554558e-09,1.1786648466561532e-09,9.565939067047543e-09,4.540485461192854e-09,3.082317747359553e-09,5.9731931742265554e-09,3.1595684524787336e-09,2.8136247217478206e-09,1.6134228648402861e-09,2.5495901955292533e-08
101.274,8.509855176867758e-09,1.4444818327642894e-09,9.33543827420022e-09,6.90080803987731e-09,3.5602984121026567e-09,6.261461296404407e-09,3.02465406861416e-09,3.236807227790245e-09,1.532021368763924e-09,2.8413801550801463e-08
101.524,5.569205668377103e-09,2.025474497299536e-09,7.548990677773088e-09,7.238540040934029e-09,4.37817920322555e-09,5.8920816069985455e-09,3.1223992846925327e-09,2.7696823223060136e-09,1.6241138189074048e-09,2.7224666041571937e-08
101.774,3.5341836193061294e-09,2.7882670667992663e-09,5.856476364134052e-09,7.614282650252966e-09,5.599512541984005e-09,4.989333471896179e-09,3.162560297607319e-09,1.8267731742888605e-09,1.611717607359624e-09,2.6835979376383672e-08
102.024,2.7028604852860956e-09,3.0290502218062284e-09,3.894681594924096e-09,1.1200810956325386e-08,6.423428578092774e-09,4.055783435016166e-09,2.6957682229936035e-09,1.3600152120225645e-09,1.462154197848923e-09,2.906862332009697e-08
102.274,2.6971071209820263e-09,2.5705852978331715e-09,2.068507142423366e-09,1.7228547267302098e-08,6.495902933164076e-09,3.213828737913726e-09,1.832044969389848e-09,1.3817837685238778e-09,1.399487058203232e-09,3.1777727428855816e-08
102.524,5.309474921333971e-09,2.07725694002541e-09,2.5967243086492687e-09,2.116376569781505e-08,5.963291992868015e-09,2.808325664321511e-09,1.375620308819455e-09,1.4327053555020564e-09,1.4576106127386036e-09,3.49166752599258e-08
102.774,9.158233903155355e-09,1.8506311212263514e-09,6.7108448375500465e-09,1.951857573854519e-08,4.738200561178818e-09,3.6167498521813045e-09,1.777304829168307e-09,1.8394450230129982e-09,1.609833824329438e-09,3.762026839293192e-08
103.024,1.029924034262618e-08,1.4837708424689078e-09,1.0223003947701778e-08,1.3508981929629159e-08,3.075905578025662e-09,5.173347630303736e-09,2.3744226094793965e-09,2.7989250208243406e-09,1.8230564355386137e-09,3.596493532008581e-08
103.274,8.522292903338757e-09,1.1834078783143927e-09,1.0193247912157161e-08,8.070806028675084e-09,2.141179852989426e-09,5.8944844711556374e-09,2.497413856535622e-09,3.397070614620016e-09,1.9244229643050204e-09,2.966615864333304e-08
103.524,7.036862474829352e-09,1.9269364430141107e-09,8.324466527946794e-09,5.782086200753747e-09,3.588427177927417e-09,5.2512127458315624e-09,2.3159746032763102e-09,2.9352381425552514e-09,1.7698933009998134e-09,2.4938935755700698e-08
103.774,7.4367086259319745e-09,3.335263553246585e-09,7.467762346646898e-09,5.794826012017797e-09,6.453337112978492e-09,4.213173334249666e-09,2.161267757514322e-09,2.0519055767353422e-09,1.4516516244883807e-09,2.6207016028823756e-08
104.024,1.105424670038391e-08,3.8224443389885895e-09,1.1462261638099028e-08,6.849596557255583e-09,7.540870891912784e-09,3.595144673512711e-09,2.031622246732348e-09,1.5635224267803627e-09,1.1973128992475578e-09,3.1562941552207136e-08
104.274,1.8682203589582008e-08,3.0157783578364953e-09,1.9240771902564745e-08,8.938931183987316e-09,5.930810257048352e-09,3.2355498245345426e-09,1.8293074789335114e-09,1.406242345601031e-09,1.0895900968352078e-09,3.886581994185499e-08
104.524,2.5642623794811833e-08,2.042371812229998e-09,2.6091908736441113e-08,9.928070976868388e-09,4.344705015312076e-09,2.8311861579011014e-09,1.5078071611568677e-09,1.323378996744233e-09,1.1486934652657896e-09,4.535360553900321e-08
104.774,2.924595017146089e-08,1.6800082292427789e-09,3.3009198502096016e-08,8.442136704286193e-09,4.319001967703116e-09,2.5602665432030602e-09,1.2136862790941782e-09,1.3465802641088824e-09,1.3752374593861968e-09,5.1532568184241475e-08
105.024,3.027564069027522e-08,1.9193385888663463e-09,4.01465867266105e-08,6.315342063697708e-09,4.31025869040925e-09,3.2329482265257044e-09,1.717001200338393e-09,1.515947026187312e-09,1.6526902694733903e-09,5.735164449746526e-08
105.274,2.8879629483952412e-08,2.9702132572083836e-09,4.009928459307482e-08,5.9751975968170965e-09,3.757233675989392e-09,5.208853144005624e-09,3.4963640084219267e-09,1.7124891355836978e-09,1.7638159581331216e-09,5.791483446625343e-08
105.524,2.3126932510179575e-08,4.1143111231405716e-09,2.8321816413772413e-08,7.524526895957978e-09,3.3825549294268915e-09,7.1502654765363575e-09,5.324535781181566e-09,1.825729695354792e-09,1.7172917287560616e-09,4.8881922118413706e-08
105.774,1.6353627460562583e-08,4.1816389070259204e-09,1.5354515856670463e-08,8.4468868226291e-09,3.160705636021481e-09,7.087616768556373e-09,5.290161178208283e-09,1.7974555903480901e-09,1.7933883908796528e-09,3.6055611650202515e-08
106.024,1.4065502797322005e-08,3.3209027465139987e-09,1.1324367530866196e-08,6.680700327454137e-09,3.3094449654196624e-09,5.157097922847907e-09,3.321553940982197e-09,1.8355439818657096e-09,2.0094907819194197e-09,2.9065295776963196e-08
106.274,1.4007644812515775e-08,2.5258998851901725e-09,1.3372862119434005e-08,4.1782970667273595e-09,4.013121495604234e-09,3.633627955260902e-09,1.5381515716157952e-09,2.0954763836451065e-09,2.1198646363227307e-09,2.8510785961881156e-08
106.524,1.2194072672462548e-08,2.050770931314322e-09,1.3750443788731414e-08,3.5465187703615404e-09,4.70246798675796e-09,3.6225182229595877e-09,1.3407670711945178e-09,2.28175115176507e-09,2.12054817828274e-09,2.8708229183052305e-08
106.774,9.23893937168035e-09,1.6567581089830075e-09,1.1613822073173087e-08,4.385613050850367e-09,4.671576719661716e-09,4.121765046037186e-09,1.8890304881981727e-09,2.232734557839013e-09,2.2259298810689546e-09,2.7433466323841228e-08
107.024,1.1064991988433879e-08,1.6683305718550725e-09,1.4172162517567027e-08,4.867920661476542e-09,4.3781027442361534e-09,4.3884674229072155e-09,2.0159733604567916e-09,2.372494062450423e-09,2.2879706369310535e-09,3.07463234154819e-08
107.274,2.1241869816391478e-08,2.0328810474993218e-09,2.7138867604641175e-08,5.2064368939889355e-09,4.234798138662461e-09,4.5423450860354205e-09,1.7287196976032838e-09,2.813625388432137e-09,2.03928715977347e-09,4.3946344546632824e-08
107.524,3.078515119819e-08,2.0413737761296515e-09,4.004138883837399e-08,6.1239448821512255e-09,4.081781672526441e-09,4.554160682021145e-09,1.5630547168627666e-09,2.991105965158377e-09,1.712609174713294e-09,5.701638141967559e-08
107.774,2.8123154348642354e-08,1.590304912518462e-09,3.779421333042715e-08,6.592631028205867e-09,3.6243683393758323e-09,4.287258813378334e-09,1.6449791596681068e-09,2.642279653710228e-09,1.6796453677872351e-09,5.463671250918995e-08
108.024,1.583710430382523e-08,1.2026078941020587e-09,2.3556300733232948e-08,5.186777180179161e-09,3.1079281263400027e-09,4.237575370614682e-09,1.8550480341993691e-09,2.3825273364153117e-09,1.8207277521579743e-09,3.8806471310345505e-08
108.274,6.721046254222031e-09,1.0314063300345154e-09,1.2714298027443627e-08,2.959360663804479e-09,2.6890382514527842e-09,4.7401253351177635e-09,2.244883468533317e-09,2.495241866584446e-09,1.8637695185579876e-09,2.5931450626888797e-08
108.524,7.69003357734643e-09,9.406241199319581e-10,1.294780108516109e-08,2.288332813274816e-09,2.2633114427848114e-09,5.094898368244106e-09,2.5464342917890508e-09,2.5484640764550555e-09,1.814810189344919e-09,2.5234529210782643e-08
108.774,1.5530476523832978e-08,9.59241837546945e-10,1.8957135036359335e-08,4.357545728388062e-09,2.0358718371773477e-09,4.726895665699708e-09,2.508725512687295e-09,2.218170153012414e-09,1.7295073216061716e-09,3.4061720311964406e-08
109.024,2.6627168742917747e-08,1.0491615049246493e-09,2.774771716616645e-08,8.511888627469918e-09,2.1565231167321694e-09,4.138393378271328e-09,2.408414505693135e-09,1.729978872578194e-09,1.6042392033970994e-09,4.755516565065116e-08
109.274,3.497562561975868e-08,1.1815705629714405e-09,3.5542163106782946e-08,1.1867866509780436e-08,2.312297182875286e-09,3.9728625177840956e-09,2.6342847270181176e-09,1.3385777907659788e-09,1.5060804657229384e-09,5.6877198622136704e-08
109.524,3.883341870294272e-08,1.5083333685331125e-09,4.029408811193964e-08,1.0483954838429786e-08,2.447654515472567e-09,4.0082862919985145e-09,2.944285236304933e-09,1.0640010556935807e-09,1.5165989918631798e-09,5.924389209663877e-08
109.774,4.0232591323079845e-08,1.8909020821043023e-09,4.427261787038055e-08,5.720832186665799e-09,2.54670114287838e-09,3.9630966602460115e-09,3.0587105390513773e-09,9.043861211946334e-10,1.539227109202806e-09,5.898029192870528e-08
110.024,3.9279549156603326e-08,2.036654444984841e-09,4.508038228680397e-08,2.8476607236330045e-09,2.332237771981681e-09,4.06244934039312e-09,3.174222340703746e-09,8.882269996893751e-10,1.464190207944373e-09,5.8585558947047816e-08
110.274,3.5726458686407144e-08,1.875696158497748e-09,4.074990434105837e-08,2.88675068585823e-09,1.8332320063330545e-09,4.400392273522935e-09,3.381487143218041e-09,1.0189051303048932e-09,1.3669280077606498e-09,5.4502997276341836e-08
110.524,3.13719652139625e-08,1.8329529462282538e-09,3.4781078550359006e-08,3.4382230024600507e-09,1.569190376111122e-09,4.858478842545177e-09,3.606782992219285e-09,1.2516958503258923e-09,1.438432318567891e-09,4.743369975876348e-08
110.774,2.8647109616733196e-08,2.016693076436714e-09,3.021151462020197e-08,3.6581225486481182e-09,3.0393242033340585e-09,5.338888801168854e-09,3.775357014827813e-09,1.56353178634104e-09,1.746179825963955e-09,4.449039910453178e-08
111.024,2.7512162500158798e-08,1.949334686806884e-09,2.738474853694208e-08,4.459763570488888e-09,6.750789041363219e-09,5.599732458304398e-09,3.7247262193055198e-09,1.8750062389988806e-09,2.0247848492352202e-09,4.6589790434358795e-08
111.274,2.7366720283348293e-08,1.5216473754906703e-09,2.5104991303273026e-08,7.794287751149733e-09,9.592374691819706e-09,5.340654760978915e-09,3.4014149701122953e-09,1.9392397908666195e-09,1.9642680539787024e-09,5.0613544480604674e-08
111.524,2.8266624310432185e-08,1.021420603717105e-09,2.5365475191675372e-08,1.1957846290783015e-08,8.639044908327015e-09,4.853084205731012e-09,3.1901466860312165e-09,1.6629375196997944e-09,1.6717953831292305e-09,5.406957067211621e-08
111.774,2.6165631575135036e-08,7.597986715317185e-10,2.642745639741726e-08,1.1628482268658638e-08,5.389389487226919e-09,4.612437761532864e-09,3.254981123199331e-09,1.3574566383335325e-09,1.4978831851262276e-09,5.028384508647293e-08
112.024,1.8593028881837173e-08,6.281438608856162e-10,2.2034982980863143e-08,6.7324025335908795e-09,3.0297565558212375e-09,4.474195119037175e-09,3.1346711883821944e-09,1.33952393065498e-09,1.5681519824608602e-09,3.815051107320923e-08
112.274,1.1202608762061612e-08,5.483313090772044e-10,1.3749573649735201e-08,3.546100901746748e-09,2.1019507006442285e-09,4.1623566069101955e-09,2.596927656697064e-09,1.5654289502131304e-09,1.7592424004172685e-09,2.5555275467441502e-08
112.524,9.855212415054597e-09,5.632990317358087e-10,8.952679461435569e-09,5.107185932151915e-09,1.7360930797550493e-09,3.806676887392047e-09,2.0802407022116544e-09,1.7264361851803921e-09,1.9014513133211547e-09,2.2807517951224097e-08
112.774,1.7115457776403262e-08,6.453535077255749e-10,1.2052192401420346e-08,9.79427402085096e-09,2.101909809975569e-09,3.6163090594118533e-09,1.919419936040751e-09,1.6968891233711015e-09,1.9676320642625455e-09,3.6843543857877714e-08
113.024,3.3337382382307e-08,1.3142817019972142e-09,4.634676191359449e-08,1.3137906203290354e-08,3.868057771764294e-09,3.823287444996056e-09,2.165646646877051e-09,1.657640798119004e-09,2.0105969188493798e-09,7.942489926960695e-08
113.274,4.5311698786070236e-07,2.237803659829919e-08,6.658943984076361e-07,1.3799255831618172e-07,2.554461916092449e-08,2.0775319682130186e-08,1.805781192798581e-08,2.7175077541443727e-09,2.080012760621446e-09,8.817242361152588e-07
113.524,2.858255564577712e-06,1.0770843476888041e-07,3.661209665962698e-06,8.905643206357516e-07,1.168277155953747e-07,8.645609603003345e-08,7.951350876789925e-08,6.942587262134211e-09,2.248272775566748e-09,4.8790827276575366e-06
113.774,8.0337568424602e-06,2.448722000918505e-07,9.216559303551191e-06,2.5570026381474094e-06,2.936048982092914e-07,1.8462613878240354e-07,1.701905524756261e-07,1.4435586306777441e-08,2.4123279844848188e-09,1.246146427832364e-05
114.024,1.3992582570660425e-05,3.7745239092390566e-07,1.4666012837523076e-05,4.275063028642812e-06,4.87373589684486e-07,2.524360143785504e-07,2.309059333981468e-07,2.1530080980403652e-08,2.3334826010593964e-09,1.991172394925538e-05
114.274,1.7917192475323858e-05,4.6205054892493474e-07,1.744174100233206e-05,5.167259683600488e-06,6.09909478261632e-07,2.684108966197764e-07,2.41704482365132e-07,2.670641425464446e-08,1.9253859465925106e-09,2.3576983976715692e-05
114.524,1.9411799609330457e-05,4.85183111617288e-07,1.8229113326817106e-05,5.157291110752676e-06,6.367760873445526e-07,2.8462328688751543e-07,2.5326201740280333e-07,3.136126948471212e-08,1.4458013697535724e-09,2.432297862096825e-05
114.774,1.9960091579677546e-05,4.769786506135899e-07,1.8958975506732532e-05,4.882229134763098e-06,5.988486919790789e-07,3.598259369084835e-07,3.260525207837283e-07,3.3773416124755063e-08,1.2731247687106845e-09,2.4803226960646396e-05
115.024,2.0638181012137064e-05,4.6620548924220376e-07,1.9979022710393665e-05,4.589777795110038e-06,5.454049898469978e-07,4.793623589344402e-07,4.4746882245857997e-07,3.189353647586027e-08,1.6138740014930577e-09,2.559656033262158e-05
115.274,2.1107764360765118e-05,4.7214317271282874e-07,2.0632064315893918e-05,4.475531705714948e-06,5.15145320364867e-07,5.750973874932626e-07,5.470517091188468e-07,2.804567837441574e-08,2.22297449702255e-09,2.620364104676872e-05
115.524,2.119581830989885e-05,4.683721395483683e-07,2.0724053744259023e-05,4.513473254477884e-06,5.030779850228842e-07,5.987529130996321e-07,5.729432190723933e-07,2.5809694027238723e-08,2.5521697357524974e-09,2.6342688329849763e-05
115.774,2.096990157326225e-05,4.2933455935216016e-07,2.0452188013808952e-05,4.560487108212079e-06,5.020132672217507e-07,5.64101001482617e-07,5.371809766071252e-07,2.6920024875491924e-08,2.4252399443975125e-09,2.608148722023812e-05
116.024,2.05801133602225e-05,4.2679575646639163e-07,2.012980415256076e-05,4.406080440023822e-06,5.2776493319948e-07,5.234513461994287e-07,4.921367868808815e-07,3.1314559318547295e-08,2.1062911624158194e-09,2.5600519590790544e-05
116.274,2.030960154070776e-05,5.040916190835878e-07,2.0030525762185514e-05,4.082892487263411e-06,5.8787848968372e-07,5.100575787555935e-07,4.7448506564857593e-07,3.5572513107017535e-08,1.7724694589018587e-09,2.521799903425036e-05
116.524,2.0397706042709217e-05,6.18844618303105e-07,2.0212359641509535e-05,3.836899095245332e-06,6.303208628030761e-07,5.279007855805632e-07,4.925782783177096e-07,3.53225072628535e-08,1.543766560090999e-09,2.5221987589501122e-05
116.774,2.069883104336485e-05,7.020463169535912e-07,2.0617898328469557e-05,3.7599871174352692e-06,6.209609526840952e-07,5.531541103996601e-07,5.210433977903925e-07,3.211071260926759e-08,1.5804305654424827e-09,2.555551619820831e-05
117.024,2.085036273797451e-05,7.012105356111663e-07,2.0813225378756082e-05,3.781133612304667e-06,5.930822730623548e-07,5.690279441561453e-07,5.379215935257004e-07,3.110635063044518e-08,1.7514901198943161e-09,2.5764779557780798e-05
117.274,2.0607188306838483e-05,6.523723724151334e-07,2.0526135078111236e-05,3.783509075108786e-06,5.988740699006857e-07,5.69467036228092e-07,5.363911138765884e-07,3.3075922351503644e-08,1.8537577264142591e-09,2.5482670168472224e-05
117.524,2.0201226808341987e-05,6.446443251119123e-07,2.0078624734394462e-05,3.69934531166006e-06,6.431122174437427e-07,5.547264019162585e-07,5.190366078367882e-07,3.5689794079470396e-08,1.9270905478077158e-09,2.498661241653663e-05
117.774,2.014697352242913e-05,7.513819564377954e-07,2.005923547392763e-05,3.5953930396657706e-06,7.114368443760059e-07,5.287213482051524e-07,4.911345499967195e-07,3.758679820843308e-08,2.0562720315104435e-09,2.489972962682457e-05
